Verkiezing;;Gemeenteraad Maastricht 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datum;;2022-03-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebied;;Gemeente Maastricht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nummer;;0935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lijstnummer;Aanduiding;Volgnummer;Naam kandidaat;Totaal;Stembureau Stadhuis, Merretkamer;Stembureau Centre Céramique;Stembureau Theater aan het Vrijthof;Stembureau Muziekschool Kumulus;Stembureau Showroom Garage Bollen;Stembureau Verenigingszaal Circolo Sardegna;Stembureau Kumulus West;Stembureau NS Centraal Station;Stembureau Universiteit Maastricht, Kruithuis;Stembureau Centre Céramique;Stembureau Regionaal Historisch Centrum Limburg;Stembureau Wijkcombinatiegebouw La Bellettsa;Stembureau Buurtcentrum Sint Pieter;Stembureau Provincie Limburg (het LAB ingang parkeerdek);Stembureau Scoutinggebouw Sint Gerlach;Stembureau Stichting Moetiara Maloekoe;Stembureau Sportcafé Jekerdal;Stembureau Gemeenschapshuis Aen de Wan;Stembureau Athos;Stembureau Hotel van der Valk;Stembureau Harmoniezaal 'De Greune';Stembureau Gemeenschapshuis Aen de Wan;Stembureau Zaal Aajd Vroenhoven, Harmonie Wilhelmina Wolder;Stembureau Basisschool Anne Frank;Stembureau Sporthal Daalhof 1;Stembureau Gemeenschapshuis De Klaekeburg;Stembureau Buurtcentrum Atrium;Stembureau Buurtcentrum De Boeckel;Stembureau Bejaardensociëteit Belfort;Stembureau vm. Basisschool de Kring;Stembureau Sporthal Daalhof 2;Stembureau Harmoniezaal Kon. Harmonie Heer;Stembureau Buurtcentrum Mariaberg;Stembureau Kantine RKSV Heer;Stembureau Flat Elisabeth Gruytersstraat;Stembureau Restobar Mama;Stembureau Gebouw LEF-team;Stembureau Trefcentrum Wittevrouwenveld;Stembureau Maris Stella;Stembureau St. Annakerk;Stembureau Scouting Amby;Stembureau Buurtcentrum De Romein;Stembureau Café-zaal De Kardinaal;Stembureau Bibliotheeksteunpunt Malpertuis;Stembureau Amyerhoof;Stembureau De Wiemerink;Stembureau Buurtcentrum Nazareth;Stembureau Maastrichtse Verkennersband;Stembureau Gemeenschapshuis Kap. Lochtmanhuis;Stembureau Centre Manjefiek Malberg 1;Stembureau Gymzaal Borgharen;Stembureau Centre Manjefiek Malberg 2;Stembureau  Dorpscentrum De Aw Sjaol;Stembureau Wijkcentrum De Luibe;Stembureau Restaurant Manjefiek;Stembureau Buurtcentrum Boschpoort;Stembureau Winkelcentrum Brusselse Poort;Stembureau Gymzaal OBS de Regenboog;Stembureau Basisschool El Habib;Stembureau Pathé bioscoop, Cine café;Stembureau Stadhuis Merretkamer;Stembureau Centre Ceramique;Stembureau Buurtcentrum Sint Pieter;Stembureau Harmoniezaal 'De Greune';Stembureau Gemeenschapshuis Aen de Wan;Stembureau Sporthal Daalhof;Stembureau vm Basisschool de Kring;Stembureau Amyerhoof;Stembureau Maastrichtse Verkennersband;Stembureau Gemeenschapshuis Kap. Lochtmanhuis;Stembureau Stadhuis Merretkamer;Stembureau Centre Ceramique;Stembureau Buurtcentrum Sint Pieter;Stembureau Harmoniezaal 'De Greune';Stembureau Gemeenschapshuis Aen de Wan;Stembureau Sporthal Daalhof;Stembureau vm Basisschool de kring;Stembureau Amyerhoof;Stembureau Maastrichtse Verkennersband;Stembureau Gemeenschapshuis Kap. Lochtmanhuis
;;45;Pourchez, J.L.M.;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
;;46;Lafleur, S.J.H.L.;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
;;47;Ramakers-Dassen, M.P.H.;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;48;de Graaf, A.J.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;49;Voorst, R.;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;50;Slootmaekers, A.J.N.;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;M:OED;;;998;95;26;36;31;13;5;36;28;17;17;9;16;20;4;0;7;3;8;7;13;6;13;4;19;4;15;8;17;4;12;12;44;8;4;10;30;12;19;4;21;13;2;9;3;14;6;12;12;4;6;5;4;1;11;1;7;16;23;0;15;19;16;8;6;9;3;5;3;1;0;44;17;3;7;11;8;4;9;2;2
;;1;van Rooij, M.H.M.;317;28;5;10;6;5;2;15;11;5;5;2;6;8;3;0;3;0;2;2;6;1;5;1;7;0;6;3;6;1;4;1;13;3;2;5;7;3;6;2;8;7;0;4;1;5;2;2;3;2;3;3;2;1;7;0;3;4;11;0;3;4;1;1;1;4;0;3;0;1;0;15;2;1;3;3;3;2;2;0;0
;;2;Janssen, L.M.M.;182;14;4;3;5;0;1;6;8;3;5;4;4;6;0;0;2;0;3;2;1;0;2;1;3;0;3;1;4;0;0;5;12;0;0;4;3;2;5;0;1;2;0;2;1;2;2;0;2;2;1;0;0;0;2;1;1;4;2;0;2;5;4;2;4;1;0;0;0;0;0;8;7;0;0;2;1;0;3;0;2
;;3;Borghans, A.H.;62;7;3;2;4;1;0;0;2;3;0;0;0;1;1;0;0;2;1;1;1;3;0;0;0;2;0;1;2;1;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;2;4;0;0;1;0;0;0;0;0;2;2;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0
;;4;Hul, J.L.;57;7;2;3;4;1;0;5;2;0;1;0;2;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;1;0;0;0;3;1;0;0;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;6;2;0;0;0;0;1;2;0;0
;;5;van Montfort, M.C.A.;146;11;4;7;2;4;2;4;3;2;3;2;2;3;0;0;1;0;1;0;3;0;2;0;1;1;1;0;1;1;1;3;10;3;0;0;7;0;3;1;3;0;2;0;1;3;1;6;0;0;2;0;0;0;0;0;1;3;6;0;3;1;3;3;1;0;0;1;2;0;0;6;1;2;1;3;1;0;1;0;0
;;6;Schilder, J.;24;2;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;2;0;0;2;1;2;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
;;7;Grul, J.;131;18;7;2;6;2;0;2;1;4;2;0;0;2;0;0;0;0;1;0;2;1;1;0;4;1;2;1;2;0;2;1;2;1;2;1;9;4;3;1;5;1;0;0;0;3;0;0;1;0;0;0;1;0;1;0;0;3;2;0;4;6;4;0;0;1;0;0;0;0;0;4;5;0;2;0;0;0;0;1;0
;;8;Kompier, M.;21;2;0;3;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0
;;9;Mijnhout, M.C.;18;2;1;1;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0
;;10;Wagemans, R.;13;1;0;3;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
;;11;Kluskens, N.T.T.M.;27;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;1;0;0;1;2;0;2;0;0;0;1;0;0;0;1;3;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
10;PVV (Partij voor de Vrijheid);;;1232;19;16;3;14;10;14;6;7;3;5;4;21;4;4;1;6;5;17;0;7;4;27;2;11;17;19;60;38;4;13;24;20;24;4;20;9;24;39;23;20;8;21;7;29;23;29;36;32;27;17;41;41;22;14;1;26;27;8;1;2;14;13;3;6;11;16;9;16;22;9;18;14;1;5;12;21;13;6;29;14
;;1;Betsch, R.A.H.;820;13;9;2;8;8;11;2;6;2;3;4;15;3;2;1;5;1;15;0;3;3;21;2;8;11;15;33;18;3;9;15;13;17;1;16;8;17;27;15;12;2;15;3;26;16;19;27;15;17;13;27;30;12;7;1;22;21;4;1;1;13;8;0;3;6;13;5;10;12;5;10;11;1;4;8;11;3;4;27;10
;;2;Geurts, D.B.W.;109;2;1;0;2;0;0;2;0;1;0;0;1;0;0;0;0;2;0;0;2;0;2;0;2;2;1;7;0;0;0;3;3;0;1;1;0;2;3;3;1;2;4;0;0;2;1;5;10;3;0;3;4;3;0;0;2;1;0;0;0;0;0;3;0;1;0;0;5;1;4;5;0;0;1;0;3;0;1;1;0
;;3;Bessems, D.L.E.;169;3;3;1;1;2;1;0;0;0;1;0;3;1;2;0;0;2;0;0;1;1;1;0;0;2;1;10;17;0;1;5;2;6;0;1;1;1;3;2;6;1;2;2;1;1;6;3;3;2;3;6;5;7;3;0;0;4;2;0;1;0;4;0;1;2;1;2;0;7;0;2;2;0;0;2;3;5;1;0;4
;;4;Miesen, J.B.J.;64;1;1;0;2;0;1;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;2;0;0;1;1;5;2;1;2;0;0;1;0;1;0;3;3;1;1;0;0;0;2;1;1;1;1;1;1;2;0;0;2;0;1;0;1;0;0;1;1;0;2;2;2;1;1;0;0;0;0;0;0;0;2;4;0;1;0
;;5;Bassie, N.D.;70;0;2;0;1;0;1;2;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;5;1;0;1;1;2;0;2;1;0;1;3;2;0;3;0;2;0;3;2;0;3;4;0;3;2;0;2;0;1;1;1;0;0;0;0;0;0;0;0;1;0;2;0;1;1;0;0;2;2;1;0;0;0
11;SAB Sociaal Actieve Burgerpartij;;;1055;30;9;1;17;5;12;7;4;1;2;1;6;3;3;1;4;5;21;4;6;10;24;6;20;16;27;36;20;18;6;12;19;29;2;16;12;8;22;16;16;5;12;4;22;12;24;16;13;15;15;17;17;4;21;5;156;13;7;1;3;10;5;2;1;14;9;5;11;11;2;23;10;0;11;31;5;4;17;21;4
;;1;Gorren, J.E.M.;405;4;3;1;3;2;3;5;1;0;0;1;2;0;2;1;0;1;5;3;1;3;6;2;7;5;4;13;8;10;0;1;9;6;0;6;0;4;0;8;4;3;4;2;8;10;13;5;5;6;1;11;6;2;11;3;111;4;2;1;2;2;2;1;1;3;1;0;8;2;0;6;3;0;4;3;2;1;11;7;4
;;2;Schulpen, W.M.G.;38;0;0;0;3;1;0;0;0;0;1;0;2;1;0;0;3;0;1;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;5;0;1;0;1;0;2;0;1;0;0;2;0;0;0;0;0;0;0;0;0;2;0;2;0;1;0;0;0;0;0;0;0;0;0
;;3;Martin, J.A.M.H.;27;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;3;0;1;0;0;0;0;4;0
;;4;Hassan, M.;47;6;1;0;2;2;3;0;0;0;0;0;0;1;0;0;0;1;2;1;1;0;0;0;1;1;1;0;0;0;2;0;2;0;0;1;2;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;3;0;0;0;0;0
;;5;Frijns, P.P.P.H.;59;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;5;0;1;0;12;0;2;0;2;0;0;0;0;2;6;0;1;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;1;0;0;0;0;0;11;1;0;0;0;0
;;6;van den Heuvel, P.A.E.;73;3;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;2;0;1;1;1;0;2;0;11;2;4;1;0;4;1;2;0;1;1;1;3;2;0;1;0;0;4;0;0;2;1;3;1;1;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;1;1;0
;;7;Cörvers, R.F.L.;83;3;1;0;2;0;2;0;1;0;0;0;2;1;0;0;1;0;0;0;0;0;1;0;2;1;2;2;1;1;0;2;1;4;0;1;0;0;0;1;1;0;2;0;0;1;0;0;2;1;0;1;1;0;0;0;33;1;3;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
;;8;Crijns, E.W.C.M.;120;9;1;0;4;0;0;0;0;1;0;0;0;0;0;0;0;3;1;0;0;0;2;2;2;5;2;4;0;1;0;1;0;1;0;3;2;0;11;1;5;0;4;0;7;0;0;5;2;2;2;0;4;0;0;0;1;2;0;0;0;5;1;0;0;2;3;2;1;1;2;5;0;0;0;1;1;1;2;3;0
;;9;Gilissen, J.M.N.;14;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0
;;10;Snijders, H.G.;9;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
;;11;van Thor, R.F.T.;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;2;1;0;1;0;5;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
;;12;Peters, L.H.T.;15;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;13;Lumey, E.P.J.M.;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;;14;Coolen, H.C.;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;15;Fadda, M.J.;20;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;3;1;0;0;0;2;0;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0
;;16;Savelkouls, R.R.C.M.;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0
;;17;Voorn, R.E.J.;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
;;18;Starmans, J.G.;27;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;0;0;0;0;5;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;1;4;0;0;0;0;1;0;0;0;0;0;0;1;0;0
;;19;Loozen, J.C.H.;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;20;Prevos, M.C.J.;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
;;21;Demmers, H.R.;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0
;;22;Bronswaar, L.J.L.;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
;;23;Marić, Z.;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
;;24;Peeters, F.A.P.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;25;Bouvrie, E.G.M.H.;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;26;Gulickx, M.H.M.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;27;Soykuzugüdenli, M.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;28;van Ingen, P.J.;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;29;Savelkouls, A.J.H.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;30;Coenen, M.A.J.;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;2;2;1;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;1;5;1;1;0;0;0
12;50PLUS;;;1063;8;13;4;3;4;9;4;9;4;6;3;17;4;5;3;22;3;29;10;21;19;27;12;32;24;27;49;21;14;7;12;24;20;11;33;12;5;12;5;20;16;7;5;14;16;12;12;12;5;10;13;14;11;17;11;10;9;10;0;3;9;8;4;9;42;18;11;7;12;3;11;13;9;16;47;30;10;12;12;6
;;1;van Est, A.M.B.;375;3;6;2;1;2;6;1;4;1;0;0;7;3;4;2;4;0;8;5;5;4;11;2;15;5;5;14;6;3;4;8;13;10;3;9;11;2;5;0;9;1;2;1;3;9;9;8;5;3;1;7;8;7;4;6;3;2;6;0;2;3;3;2;0;10;8;7;1;2;1;5;8;5;2;3;3;2;7;10;3
;;2;Bronckers, W.J.;154;0;1;0;0;0;1;2;4;0;1;0;1;0;1;0;2;2;1;1;0;8;1;2;4;6;6;16;0;7;0;1;0;3;0;6;0;0;0;2;2;1;0;0;3;1;1;2;2;0;4;0;1;3;8;0;1;2;0;0;0;1;1;0;7;3;3;0;3;0;2;0;1;1;3;5;12;0;0;0;2
;;3;Coninx, A.M.G.;171;0;3;0;0;0;0;0;0;0;4;3;2;0;0;0;3;0;15;1;3;2;7;2;6;0;6;8;2;1;0;3;7;2;2;7;0;0;3;1;3;4;1;2;3;1;1;0;0;0;0;2;1;1;0;0;2;1;2;0;0;1;2;1;0;13;2;0;0;3;0;1;3;1;0;18;1;4;4;0;0
;;4;Korpershoek, M.J.;75;0;0;0;1;0;1;0;1;0;0;0;3;0;0;0;5;1;0;2;3;3;1;2;1;0;1;0;2;1;0;0;1;1;5;0;0;2;0;0;1;4;0;0;1;3;0;0;1;0;0;0;0;0;1;3;0;0;0;0;0;0;1;0;1;4;0;0;2;0;0;0;1;2;4;8;0;1;0;0;0
;;5;Nicolai, F.J.H.;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
;;6;Custers, M.T.C.;19;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;2;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0
;;7;de Vree, H.A.J.;17;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;1;0;0;0;0
;;8;Geraerts, R.E.H.;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;9;Meijer, T.;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
;;10;Deckers, J.H.A.;36;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;0;5;0;1;0;0;1;0;1;1;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;1;0;0;0;5;2;0;0;0;0
;;11;Hutubessy, A.;12;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1
