Verkiezing;;Gemeenteraad 's-Hertogenbosch 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datum;;2022-03-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebied;;Gemeente 's-Hertogenbosch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nummer;;0796;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lijstnummer;Aanduiding;Volgnummer;Naam kandidaat;Totaal;Stembureau Stadskantoor;Stembureau Groot Tuighuis;Stembureau Orangerie (A);Stembureau Orangerie (B);Stembureau Stadsklooster San Damiano;Stembureau Willem Twee Poppodium;Stembureau Tijdelijke Unit Centraal Station;Stembureau Tijdelijke Unit Centraal Station (maandag);Stembureau Tijdelijke Unit Centraal Station (dinsdag);Stembureau Mobiel stembureau (beperkt open);Stembureau Mobiel Stembureau (beperkt open);Stembureau Mobiel Stembureau (beperkt open);Stembureau Stadskantoor (maandag;Stembureau Stadskantoor (dinsdag);Stembureau Scouting Lucas;Stembureau Lucaskerk;Stembureau Sportzaal Weberstraat;Stembureau Provinciehuis;Stembureau Wijkcentrum de Stolp;Stembureau Sportzaal Rijnstraat (A);Stembureau Sportzaal Rijnstraat (B);Stembureau Verzamelgebouw Seringenstraat;Stembureau Buurthuis Graafsewijk Noord;Stembureau Kindcentrum Het IJzeren Kind;Stembureau SCC De Biechten (A);Stembureau SCC De Biechten (B);Stembureau Sportzaal Rijnstraat;Stembureau Sportzaal Rijnstraat;Stembureau Herstelacademie De Stijl;Stembureau Trefpunt De Slinger;Stembureau Kantoorpand achter Brandweerkazerne;Stembureau Koning Willem I College / Vlijmenseweg;Stembureau Koning Willem I College / Onderwijsboulevard;Stembureau Stichting De Westhoek;Stembureau 't Buurthuis;Stembureau RK Annakerk;Stembureau Sporthal de Schutskamp (A);Stembureau Sporthal de Schutskamp (B);Stembureau Sporthal de Schutskamp (A maandag);Stembureau Sporthal de Schutskamp (A dinsdag);Stembureau Sportzaal Churchilllaan;Stembureau Gereformeerde Kerk 's-Hertogenbosch;Stembureau Weener XL;Stembureau Nico Schuurmanshuis;Stembureau D'n Boerderij restaurant;Stembureau Clubhuis Voetbalvereniging TGG;Stembureau BBS Haren-Donk-Reit;Stembureau Gymzaal Eekbrouwersweg (A);Stembureau Gymzaal Eekbrouwersweg (B);Stembureau Gymzaal Eekbrouwersweg (A maandag);Stembureau Gymzaal Eekbrouwersweg (A dinsdag);Stembureau Brede Bossche School De Hambaken;Stembureau Buurtcentrum Noorderpoort Samen Doen;Stembureau Steunpunt Epigoon;Stembureau Sporthal Maaspoort (A);Stembureau Sporthal Maaspoort (B);Stembureau Sporthal Sociaal Cultureel Centrum De Schans A;Stembureau Sporthal Sociaal Cultureel Centrum De Schans B;Stembureau Gymzaal Meanderschool (A);Stembureau Gymzaal Meanderschool (B);Stembureau Kindcentrum Sterrenbosch;Stembureau Sporthal Sociaal Cultureel Centrum De Schans (MA);Stembureau Sporthal Sociaal Cultureel Centrum De Schans (DI);Stembureau Sportzaal Meerwijkweg (A);Stembureau Sportzaal Meerwijkweg (B);Stembureau Sportzaal Meerwijkweg (A maandag);Stembureau Sportzaal Meerwijkweg (A dinsdag);Stembureau Sportzaal Engelerhout (A);Stembureau Sportzaal Engelerhout (B);Stembureau Sportzaal Engelerhout (A maandag);Stembureau Sportzaal Engelerhout (A dinsdag);Stembureau Steunpunt Van Meeuwenhof;Stembureau Sociaal Cultureel Centrum Perron-3;Stembureau Basisschool De Krommenhoek;Stembureau Sportzaal Overlaet (A);Stembureau Sportzaal Overlaet (B);Stembureau Sportzaal Overlaet (A maandag);Stembureau Sportzaal Overlaet (A dinsdag);Stembureau HEVO Seniorenvereniging;Stembureau Oude Basisschool Kruisstraat;Stembureau Buro3o;Stembureau Sporthal de Hazelaar (A);Stembureau Sporthal de Hazelaar (B);Stembureau Sporthal de Hazelaar (A maandag);Stembureau Sporthal de Hazelaar (A dinsdag);Stembureau H. Laurentiuskerk;Stembureau De Vrolijke Schutters;Stembureau Wijkcentrum Windkracht 5 (A);Stembureau Wijkcentrum Windkracht 5 (B);Stembureau Wijkcentrum Windkracht 5 (A maandag);Stembureau Wijkcentrum Windkracht 5 (A dinsdag);Stembureau Hof Eyghentijds;Stembureau Postduivenvereniging de Zwaluw;Stembureau De Hazenkamp;Stembureau Gemeenschapshuis De Meent (A);Stembureau Gemeenschapshuis De Meent (B);Stembureau Gemeenschapshuis de Meent (maandag);Stembureau Gemeenschapshuis De Meent (dinsdag);Stembureau Gemeenschapshuis 't Zijl;Stembureau Gemeenschapshuis 't Zijl  (maandag);Stembureau Gemeenschapshuis 't Zijl (dinsdag)
;;34;Burgers, F.W.D.M.;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;35;van den Oetelaar, P.J.N.;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;36;van de Laar, F.C.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;37;Nelissen, A.L.M.;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;38;van Nistelrooij, F.H.M.;14;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;3;2;0;0;0
;;39;Brouwers, J.F.;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;4;8;10;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;3;0;2;0;0
;;40;van Olden, H.C.;28;0;0;2;0;1;0;1;0;0;0;0;0;3;1;0;2;0;0;0;0;0;0;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;Rosmalens Belang;;;5488;17;6;6;9;7;5;21;7;7;0;0;15;5;9;7;13;4;10;10;4;2;8;12;75;70;52;13;13;7;8;7;10;8;2;2;8;8;3;5;4;9;10;9;4;20;15;22;9;7;4;16;8;2;8;13;11;22;26;19;23;14;16;24;137;142;44;88;9;15;4;12;160;208;159;111;106;119;115;364;80;164;93;99;145;164;312;82;168;176;91;113;175;210;107;176;206;105;174;47;8;10
;;1;Geers, R.A.P.;1808;5;0;2;2;2;0;6;6;4;0;0;10;4;4;2;6;1;4;5;3;2;6;8;32;32;23;9;7;3;4;3;3;4;0;1;3;3;0;2;3;5;4;2;2;4;7;11;0;2;2;9;6;2;4;7;1;11;9;13;9;10;9;10;78;93;28;55;2;13;4;6;42;68;45;33;21;40;39;128;13;66;25;29;47;40;115;24;65;62;25;37;45;68;22;22;20;6;16;8;4;1
;;2;Huibers, J.A.B.;283;0;2;1;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;4;3;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;1;0;1;8;2;1;3;2;1;0;1;6;13;10;9;9;3;4;33;2;6;4;7;12;23;27;6;13;9;2;7;14;13;1;0;3;0;1;0;0;0
;;3;Verreijt, N.R.;648;2;1;1;1;1;2;5;0;0;0;0;0;0;1;0;2;0;0;1;0;0;0;1;11;7;6;0;1;1;2;1;3;0;2;0;4;2;1;0;0;2;0;1;0;4;2;3;3;0;2;1;1;0;0;0;2;4;7;1;4;1;1;2;14;5;4;8;1;0;0;3;16;21;24;20;19;26;13;34;8;21;10;25;25;17;45;12;37;32;11;12;38;36;0;6;0;2;1;2;0;0
;;4;van der Kallen-van der Donk, R.F.;535;0;0;0;2;1;0;0;0;1;0;0;0;1;0;0;2;0;1;0;0;0;0;0;0;5;3;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;0;0;1;2;2;1;0;0;0;2;0;0;0;2;1;1;2;2;0;2;0;7;4;6;2;3;0;0;0;1;10;14;8;5;3;5;3;8;4;6;2;2;6;9;12;11;2;7;5;3;8;7;43;63;85;60;70;10;1;2
;;5;Kouwenberg, J.;207;1;0;0;0;0;0;0;0;1;0;0;1;0;0;2;2;0;0;0;1;0;1;1;5;1;1;0;1;0;1;0;2;0;0;0;0;0;1;1;1;1;6;1;1;4;1;2;6;2;0;2;0;0;0;1;0;2;0;0;1;0;1;1;0;7;2;4;0;0;0;0;4;1;3;2;4;1;6;6;1;2;3;1;0;1;8;0;13;23;15;16;17;7;0;1;1;1;1;0;0;0
;;6;van der Heijden, J.M.W.;34;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;2;6;3;2;0;0;0;0;0;0;0;0;1;4;1;1;0;4;0;0;0;1;0;0;0;0
;;7;van Aggelen, I.H.W.M.;172;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;2;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;1;2;2;0;0;0;1;1;5;1;1;1;2;0;0;0;5;9;4;5;10;8;6;19;8;2;6;7;6;13;5;0;0;2;1;4;5;5;0;4;1;0;0;0;0;0
;;8;Kamp, W.L.;41;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;2;9;3;0;3;0;2;0;0;0;0;1;0;0;0;2;1;2;0;2;3;0;0;0;0;0;0;0;0
;;9;Smeets, G.J.I.J.;56;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;3;0;3;1;0;0;0;0;1;0;1;0;1;2;1;1;0;0;0;1;4;3;0;8;7;6;1;3;2;0;0;0;0;0;0;0;0
;;10;den Otter, P.B.M.;229;1;0;2;1;1;1;1;0;0;0;0;0;0;2;0;0;0;2;0;0;0;1;1;3;3;5;0;0;0;0;0;2;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;8;24;4;6;11;3;9;20;1;5;10;6;5;11;15;0;6;10;6;8;6;16;0;2;1;0;0;0;0;0
;;11;van Gerven, F.J.M.;183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3;0;0;0;1;7;6;4;5;0;0;0;0;8;3;9;7;4;4;6;9;4;11;11;8;7;12;9;1;5;2;2;4;11;10;0;0;0;0;0;0;0;0
;;12;Kitslaar, H.J.M.;73;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;2;0;0;0;0;1;3;1;4;3;0;2;2;0;0;3;0;0;0;0;2;9;5;5;5;1;9;0;1;0;0;0;0;0;0
;;13;Langens, H.G.M.M.;237;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;1;9;1;0;1;0;0;4;0;0;1;0;0;2;0;20;49;67;17;51;2;1;0
;;14;de Groot, A.J.G.;94;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;6;0;0;0;3;1;1;1;29;3;1;10;7;6;0;2;1;0;2;2;2;0;1;0;3;1;0;0;0
;;15;Schelle, A.M.J.;30;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;3;1;0;1;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0
;;16;van Gerven-van Nistelrooij, A.M.P.;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;0;0;1;0;0;0;1;0;1;3;0;1;0;3;0;0;0;1;3;0;0;0;20;2;5
;;17;van den Nieuwendijk, H.A.;124;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;2;0;2;0;2;0;0;0;0;0;0;0;10;13;7;1;4;3;4;16;1;0;5;3;4;5;12;1;0;0;2;2;5;8;0;0;0;0;0;1;0;1
;;18;van Iersel, C.A.J.M.;116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;3;15;2;7;4;7;11;12;2;1;1;3;5;12;3;2;1;1;4;1;6;0;1;0;0;1;0;0;0
;;19;Clement, W.J.P.M.;51;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;12;14;5;8;1;0;0
;;20;van Balkum, J.H.A.G.;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;2;5;0;0;2;3;0;3;0;0;4;0;5;2;0;2;0;0;5;5;0;0;0;0;0;0;0;0
;;21;van der Donk, J.A.;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;4;0;0;0;0;2;7;0;0;0;1;2;0;0;0;0;0;0;2;1;0;1;0;0;0;1;0;0
;;22;van der Els, J.M.A.;111;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;4;5;6;1;3;3;3;39;0;2;4;0;4;1;5;3;1;4;2;2;3;2;2;0;1;0;1;0;0;1
;;23;Onnink, R.F.;26;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
;;24;van Santvoort, M.L.J.;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;8;2;4;1;0;5;4;10;4;3;3;2;0;5;2;1;0;1;0;0;1;2;0;1;0;2;4;1;0;0
;;25;Kerkhof, V.W.H.M.;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;1;1;0;0;0;1;0;0;14;9;12;8;18;0;0;0
;;26;Breuer, J.E.G.;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;27;van Creij, H.J.H.M.;52;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;3;0;1;0;1;0;2;0;3;0;1;0;1;16;3;1;2;0;1;0;2;0;0;0;0;1;0;0;0
;;28;van Dinther, H.H.P.G.;31;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;2;5;0;1;0;0;1;6;0;0;1;0;2;0;0;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0
;;29;van de Ven, G.H.J.;15;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0
;;30;van Son, W.A.M.;51;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;1;0;1;0;0;7;3;0;1;2;4;6;6;6;0;0;0;1;1;0;0;0;1;0;0;0;0;0
6;SP (Socialistische Partij);;;2828;36;36;20;27;33;38;53;29;35;6;7;5;24;31;33;83;23;23;61;7;11;39;46;43;55;43;30;42;42;76;4;8;18;36;19;28;29;24;36;44;57;33;12;51;38;37;113;28;22;54;41;39;20;47;15;12;50;31;28;26;38;39;42;17;15;11;5;13;18;13;11;15;45;14;13;23;11;32;54;3;19;26;23;41;37;25;8;17;14;12;10;10;16;12;6;15;9;24;21;6;8
;;1;Roovers, B.F.C.;1551;23;19;13;19;17;17;23;12;19;5;5;3;10;15;16;61;16;12;31;5;9;14;28;21;35;22;15;24;19;49;1;5;7;25;9;15;12;10;18;31;37;17;4;35;26;28;65;16;16;26;30;24;11;24;7;5;27;18;17;13;22;16;24;10;9;2;2;9;7;8;7;8;21;9;5;7;4;13;24;2;9;12;11;22;21;11;1;6;6;8;2;4;9;9;3;10;6;15;14;4;3
;;2;Visscher, C.K.J.;600;4;9;5;4;12;13;14;7;7;0;2;1;6;8;7;9;3;5;18;1;2;6;7;12;8;10;10;5;12;13;1;2;6;5;2;6;8;11;10;5;13;11;6;10;6;5;23;10;4;14;5;5;4;15;3;6;12;9;9;4;7;13;7;7;6;3;1;3;7;2;3;1;8;1;4;2;3;7;8;1;2;5;4;8;10;0;3;6;2;0;2;3;4;0;0;2;0;2;2;1;0
;;3;van Hasselt, S.C.;51;0;0;1;0;0;0;1;1;0;1;0;0;1;1;1;2;1;0;0;0;0;3;1;3;0;0;0;1;0;0;0;0;0;2;0;0;5;1;0;1;1;0;0;2;1;2;0;1;1;3;0;0;1;0;1;0;0;0;0;0;1;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;4;Dupuis, M.C.;37;1;0;0;0;0;0;0;2;1;0;0;0;2;0;4;2;0;1;0;0;0;3;2;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;2;1;0;2;1;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
;;5;Telling, R.;22;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
;;6;Lokhoff, J.C.H.;199;1;4;1;3;2;3;2;0;5;0;0;1;1;2;1;5;3;1;2;0;0;3;0;0;4;3;2;5;2;4;0;0;1;1;3;2;1;0;4;2;1;3;1;1;2;1;6;0;0;2;4;4;1;0;2;0;2;1;0;1;2;3;0;0;0;2;1;0;0;1;0;3;7;2;3;8;3;8;8;0;0;4;2;5;2;5;4;1;1;1;3;1;1;1;0;1;2;3;2;0;3
;;7;van Schaijk, R.F.A.;19;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;0;0;0;2;0;0;0;0;2;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
;;8;de Veer, Q.W.M.J.;41;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;0;0;3;1;0;0;0;2;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;2;3;0;1;2;2;2;1;0;0;0;1;0;0;0;0;0;0;1;0;0;3;0;0
;;9;Stoop, M.H.;83;1;0;0;1;0;1;5;5;2;0;0;0;1;0;1;1;0;3;1;0;0;3;1;1;1;0;1;2;2;1;1;0;1;1;3;1;3;1;1;3;2;1;0;1;0;0;3;0;0;1;0;1;0;2;1;0;3;1;0;3;1;1;0;0;0;2;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;1;1;1;0;0;0;0;1;0
;;10;van Boven, A.W.;20;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;2;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;11;Kuiper, M.M.J.;15;1;2;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
