Verkiezing;;Gemeenteraad Apeldoorn 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datum;;2022-03-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebied;;Gemeente Apeldoorn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nummer;;0200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lijstnummer;Aanduiding;Volgnummer;Naam kandidaat;Totaal;Stembureau Stadhuis;Stembureau ACEC;Stembureau Parochiecentrum Emmaüshuis;Stembureau Nieuw-Apostolische Kerk Apeldoorn;Stembureau De Grote Kerk;Stembureau Kerk de Koningshof;Stembureau Gereformeerde Gemeente Apeldoorn;Stembureau Scheidsrechtersvereniging;Stembureau Gymzaal Buys-Ballotstraat;Stembureau Wijkcentrum De Groene Hoven;Stembureau Orpheus;Stembureau Gymzaal Burglaan;Stembureau Scouting SWIII/LBP;Stembureau ALTV Daisy;Stembureau Gymzaal Jupiterlaan;Stembureau Sporthal Sprengeloo 1;Stembureau Sporthal Sprengeloo 2;Stembureau Duivensportcentrum;Stembureau Goede Herderkerk;Stembureau Victorkerk;Stembureau Gymzaal Germanenlaan;Stembureau Wijkcentrum Orca;Stembureau 't Buurtpalet (kindervreugd);Stembureau Wijkcentrum Vrijzicht;Stembureau Postduivenvereniging Holthuizen;Stembureau a.v.v. Columbia;Stembureau Denksportcentrum Apeldoorn;Stembureau Buurthuis Maasstraat;Stembureau DokZuid;Stembureau Sporthal Zuiderpark 1;Stembureau Sporthal Zuiderpark 2;Stembureau De Hofstad;Stembureau Buurthuis 't Vogelnest;Stembureau Gymzaal Groenlingweg;Stembureau ROC Aventus;Stembureau Gymzaal Glazeniershorst;Stembureau Gymzaal Eekschillersdreef;Stembureau Gymzaal Voldersdreef;Stembureau Gymzaal Burgersveld;Stembureau Gymzaal Edelenveld;Stembureau Gymzaal Matenpark;Stembureau Gymzaal Rederijkershoeve;Stembureau s.v. Groen Wit '62;Stembureau Gymzaal Valkeniersdonk;Stembureau Gymzaal Steenhouwersdonk;Stembureau Gymzaal Warenargaarde;Stembureau Omnisport 1;Stembureau Omnisport 2;Stembureau Het Bolwerk;Stembureau Klootschietvereniging Het Woudhuis;Stembureau Gymzaal Fortlaan;Stembureau Gymzaal Keerkring;Stembureau Gymzaal Aristotelesstraat;Stembureau CGK Andreaskerk;Stembureau Gymzaal Citroenvlinder;Stembureau Sporthal Zuidbroek 1;Stembureau Sporthal Zuidbroek 2;Stembureau Jeu de Boules Vereniging 't Zwijntje;Stembureau Gymzaal Gentiaanstraat;Stembureau Kruispunt 1;Stembureau Kruispunt 2;Stembureau Gymzaal Tormentilstraat;Stembureau Sporthal Welgelegen 1;Stembureau Sporthal Welgelegen 2;Stembureau Buurthuis Ons Huus;Stembureau Voetbalvereniging WWNA;Stembureau Kapel Hoog Soeren;Stembureau Sporthal De Schier 1;Stembureau Sporthal de Schier 2;Stembureau De Bronkerk;Stembureau Ugchelens Belang;Stembureau Gymzaal Klingelbeek;Stembureau 't Dorpshuus;Stembureau De Hoge Weye;Stembureau V.V. Beekbergen;Stembureau Het Trefpunt (PKN);Stembureau Dorpscentrum De Brink;Stembureau Gymzaal De Kempe;Stembureau Kerk Klarenbeek;Stembureau School De Bundel;Stembureau Mobiel stembureau;Stembureau Stadhuis;Stembureau De Grote Kerk;Stembureau Victorkerk;Stembureau a.v.v. Columbia;Stembureau Denksportcenrtum Apeldoorn;Stembureau Gymzaal Warenargaarde;Stembureau Klootschietvereniging Het Woudhuis;Stembureau Kruispunt 1;Stembureau WWNA;Stembureau V.V. Beekbergen;Stembureau Groot Schuylenburg;Stembureau Mobiel stembureau;Stembureau Stadhuis;Stembureau De Grote Kerk;Stembureau Victorkerk;Stembureau a.v.v. Columbia;Stembureau Denksportcenrtum Apeldoorn;Stembureau Gymzaal Warenargaarde;Stembureau Klootschietvereniging Het Woudhuis;Stembureau Kruispunt 1;Stembureau WWNA;Stembureau V.V. Beekbergen
;;18;Regtop, K.;100;3;1;1;1;1;1;1;0;0;2;0;2;2;1;1;0;0;3;2;6;2;2;0;0;0;2;0;1;0;0;0;3;0;3;1;0;1;2;1;2;2;0;0;0;1;0;3;0;0;0;0;3;2;2;4;0;0;2;1;2;0;3;1;0;1;1;0;0;0;1;5;0;0;0;1;0;1;0;1;1;0;2;2;2;0;2;0;0;2;0;0;0;0;0;1;1;1;0;0;0;1;0;0
;;19;Cziesso, D.H.;103;2;2;4;1;2;0;0;0;1;0;0;2;1;0;2;1;0;4;3;4;1;2;0;1;0;0;0;1;2;0;0;1;0;1;0;0;5;0;0;2;2;3;3;0;0;1;1;1;0;2;0;3;1;3;2;0;0;1;3;0;1;3;3;0;0;0;1;0;0;2;2;0;1;0;0;0;1;0;0;2;0;2;2;0;0;0;2;3;2;0;0;0;0;0;2;0;0;0;1;0;0;2;0
7;50PLUS;;;1914;27;15;21;11;31;8;3;5;14;53;15;5;7;13;6;5;3;32;21;25;19;32;11;33;27;22;9;31;18;3;21;33;24;14;24;28;16;24;17;9;13;28;31;31;17;24;6;14;25;30;16;23;15;34;26;3;1;11;23;16;14;12;7;15;11;19;4;4;5;35;45;27;14;36;23;24;29;26;23;22;12;24;24;20;13;18;18;21;21;5;8;0;7;33;41;21;15;11;26;18;23;7;11
;;1;Donker, A.C.;1385;17;11;20;8;20;7;2;3;11;38;11;3;5;9;4;5;3;20;8;18;16;24;10;26;18;17;6;14;13;0;16;28;21;12;19;15;12;16;10;5;10;26;30;25;13;12;4;10;15;18;12;18;10;23;19;3;0;5;16;12;12;6;6;8;7;16;3;3;3;24;31;19;13;26;17;14;21;19;21;13;10;18;13;16;12;15;13;17;16;2;6;0;7;24;33;13;10;7;23;15;19;5;7
;;2;de Groot, P.J.;150;3;2;0;1;2;1;1;1;0;4;2;0;1;3;2;0;0;2;4;2;1;3;0;2;2;1;0;2;2;0;4;3;0;0;1;4;3;1;3;1;1;0;0;1;0;6;0;0;3;5;3;0;2;4;1;0;0;2;4;0;0;1;1;0;1;1;1;0;1;3;9;3;0;2;0;1;0;1;1;2;1;3;4;0;0;2;0;3;1;0;1;0;0;4;1;3;1;0;0;1;1;0;0
;;3;Otten, G.B.M.;233;7;0;0;1;5;0;0;1;2;5;1;2;1;0;0;0;0;7;6;2;1;2;0;4;3;2;3;9;2;2;0;1;3;1;4;4;0;5;1;3;2;2;1;4;1;3;1;4;3;4;1;4;1;1;3;0;1;1;2;0;2;5;0;4;1;2;0;1;0;5;2;2;0;7;5;8;1;4;0;3;1;2;5;4;0;1;5;0;4;2;1;0;0;4;6;1;4;0;2;2;2;2;4
;;4;Sprik, G.C.;47;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;3;1;0;4;3;0;0;1;3;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;0;2;1;0;4;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
;;5;Oudbier, E.J.;78;0;2;1;1;1;0;0;0;1;3;1;0;0;1;0;0;0;2;2;2;1;2;1;1;2;0;0;4;1;0;1;1;0;1;0;1;1;2;2;0;0;0;0;1;2;0;0;0;0;0;0;1;0;2;3;0;0;3;0;2;0;0;0;3;2;0;0;0;1;1;1;3;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;3;0;3;1;0;1;0;0
;;6;Franse, A.H.;21;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;Partij van de Arbeid (P.v.d.A.);;;5769;142;47;68;33;132;46;20;34;64;124;55;39;26;31;67;11;11;83;114;83;25;90;21;87;108;62;33;67;47;14;47;73;37;53;71;99;67;73;58;45;52;121;81;64;82;52;43;27;58;122;53;63;71;90;105;17;15;25;49;61;29;45;39;44;12;31;16;5;14;95;116;77;48;64;33;27;63;42;21;66;12;82;105;56;41;42;73;43;70;17;14;3;22;101;100;69;43;45;92;58;81;17;38
;;1;Schouten, C.C.;2790;69;19;29;16;57;14;4;13;27;58;20;14;11;16;25;4;8;30;61;33;14;41;11;42;48;28;11;43;26;7;30;44;19;27;37;45;31;33;25;27;29;71;43;34;46;29;19;10;30;46;22;27;34;46;44;9;4;12;34;26;9;16;13;19;5;17;7;2;8;45;60;39;29;31;19;10;42;30;10;30;10;35;53;27;27;22;32;19;36;8;7;0;22;49;44;35;25;25;52;19;38;13;19
;;2;Berends, M.C.;1791;38;20;21;11;44;23;10;13;15;38;20;16;11;11;24;3;0;39;33;30;8;30;6;30;34;22;14;13;10;0;10;21;10;14;21;35;15;25;23;14;12;31;23;14;29;16;14;11;16;40;19;22;25;24;37;2;4;6;6;18;12;15;18;18;4;7;6;2;5;29;32;21;14;20;7;12;10;7;7;27;2;24;28;18;10;12;28;18;15;3;6;1;0;31;38;21;11;15;25;30;23;3;12
;;3;Doljé, J.C.;116;2;0;0;2;4;0;2;2;4;4;1;0;0;1;2;0;2;1;1;4;0;1;0;2;0;2;3;0;2;0;0;0;2;0;1;2;2;3;1;0;0;0;2;0;1;1;2;1;1;7;0;1;0;3;2;1;0;3;0;0;1;1;0;0;0;0;0;0;0;0;3;4;0;0;0;0;3;1;0;0;0;3;3;1;0;1;0;2;5;0;0;0;0;2;1;1;1;0;1;2;2;0;0
;;4;van Alten, J.M.;50;1;1;2;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;4;0;0;0;0;1;0;1;0;3;0;0;0;1;1;0;1;1;1;0;0;0;0;0;4;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;3;1;0;0;0;1;0;0
;;5;van den Berg, N.;277;6;3;4;0;6;1;1;1;6;12;5;2;2;0;4;3;0;5;5;5;0;7;1;2;5;2;0;4;3;2;1;3;1;1;1;2;6;3;0;2;4;4;0;5;2;3;1;1;3;14;6;5;3;3;6;0;1;2;5;3;3;4;5;0;1;2;1;0;1;3;3;2;3;1;2;1;1;1;1;4;0;5;4;2;1;1;2;2;5;4;1;0;0;6;2;2;0;2;5;3;3;0;0
;;6;Nab - De Vries, H.I.;112;4;1;1;0;4;0;0;2;2;2;2;2;0;0;2;0;1;0;1;0;1;1;0;1;6;1;0;1;0;0;3;0;0;2;0;2;2;1;1;0;1;3;3;0;0;1;1;2;1;2;1;2;2;3;6;3;0;0;2;1;0;0;0;2;1;1;0;0;0;5;2;0;0;1;1;1;1;0;1;1;0;2;1;2;1;0;1;0;2;0;0;0;0;3;2;0;1;0;0;0;0;0;0
;;7;Peeters Weem, E.M.J.;59;5;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;2;0;0;1;0;0;0;0;1;4;1;1;4;2;0;0;0;0;1;4;0;2;1;0;0;1;0;1;2;2;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;2;1;0;0
;;8;Melody - Van Engeland, H.E.;108;3;0;4;0;1;2;1;1;1;1;0;0;0;0;2;0;0;2;1;2;0;4;1;2;1;1;1;1;3;3;1;1;0;1;3;1;3;0;1;1;2;3;1;1;0;0;0;1;2;2;3;2;0;1;2;1;4;0;0;2;0;2;1;1;0;1;1;0;0;2;3;0;1;1;1;1;1;0;0;1;0;2;0;0;0;0;1;1;1;1;0;0;0;2;2;0;0;0;1;1;1;0;1
;;9;van Asselt, A.;23;1;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0
;;10;Kruithof, J.G.;89;2;0;3;1;2;4;0;0;0;1;0;3;0;0;0;0;0;0;2;0;0;3;0;0;2;1;2;0;0;1;1;0;3;0;0;3;0;1;2;0;1;0;2;2;0;0;2;0;0;2;1;1;0;1;0;0;0;0;0;1;1;0;0;2;0;0;1;0;0;0;4;2;0;3;1;0;0;0;0;0;0;1;6;1;1;0;0;0;1;0;0;0;0;1;6;0;2;0;3;0;3;0;0
;;11;Reitsma, J.;50;0;0;0;1;3;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;5;0;0;0;1;2;1;0;1;0;2;0;0;1;0;2;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;1
;;12;Westerhof, D.;23;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;3;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
;;13;Klein Heerenbrink, C.H.;19;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1
;;14;Kreeftenberg, W.A.;15;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1
;;15;Groothuis, E.;9;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;16;Jonkman, M.M.;74;2;0;0;0;1;1;0;0;3;3;2;0;0;0;7;1;0;1;3;3;0;0;0;1;8;2;0;1;0;1;0;1;0;0;1;0;1;0;1;0;0;3;0;0;0;0;0;0;1;0;1;1;0;0;2;0;0;0;1;0;0;2;1;0;1;2;0;1;0;0;1;1;0;0;0;0;0;0;0;2;0;2;1;0;0;0;0;0;1;0;0;0;0;2;1;0;0;2;0;0;0;0;1
;;17;Spoelstra, F.A.;45;2;0;0;0;2;0;1;0;1;1;0;1;0;1;0;0;0;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;1;1;0;1;0;2;1;0;0;1;0;0;1;0;1;0;0;2;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;1;1;3;0;0;2;0;0;0;0
;;18;Gutteling, J.W.E.;47;1;0;3;0;4;1;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;1;2;0;2;0;0;2;2;2;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;1;1;0;0
;;19;Docter, G.;36;1;0;0;0;2;0;0;0;0;1;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;3;0;0;2;0;0;1;0;2;0;1;0;0;0;0;0;1;1
;;20;Berkhoff, R.;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
;;21;Huisman, A.J.;30;2;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1
9;SP (Socialistische Partij);;;3584;91;26;53;24;63;16;3;27;43;74;19;7;16;3;17;12;13;45;65;34;22;64;15;53;69;38;19;80;41;20;60;74;30;41;36;73;64;54;50;52;58;82;62;52;56;49;16;11;25;48;36;37;48;57;67;8;3;20;47;31;36;24;29;39;9;18;4;5;5;28;53;41;30;43;15;24;43;12;27;31;4;41;28;31;26;23;44;20;30;5;12;4;4;53;45;47;27;39;67;26;48;13;12
;;1;Biharie, S.;2176;52;19;29;12;37;13;1;16;36;45;9;7;8;2;12;6;8;29;38;25;10;39;6;33;39;19;12;40;31;11;28;46;13;26;24;46;44;32;25;32;32;58;32;40;30;22;10;7;20;28;24;23;27;35;44;3;3;10;28;15;18;14;15;27;7;13;3;5;3;18;38;30;23;24;8;14;17;5;14;22;3;25;20;22;17;21;23;15;24;4;7;3;3;31;28;36;8;26;32;14;33;8;4
;;2;Hendriks, T.;396;9;0;6;2;9;0;1;1;3;9;1;0;2;0;2;3;0;5;9;0;4;4;4;4;10;4;2;11;2;2;8;8;6;5;3;8;6;6;9;3;9;11;8;2;3;12;3;1;2;8;6;2;6;11;2;1;0;3;6;6;8;6;6;6;0;3;1;0;0;3;6;5;1;4;1;5;1;0;2;1;0;3;2;2;2;0;5;0;1;0;1;1;0;10;2;3;0;6;15;2;7;1;1
;;3;van Zeist, J.D.;106;1;1;0;2;3;0;0;0;0;4;3;0;1;0;0;1;1;2;1;1;0;4;0;2;3;0;0;4;1;2;8;0;2;4;1;2;5;1;1;1;1;0;1;1;0;1;0;0;2;0;2;1;3;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;0;2;0;1;0;0;0;1;1;3;0;3;0;1;0;0;0;0;0;0;0;1;1;4;0;2;0;0
;;4;Besse, R.;75;1;0;3;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;2;1;0;2;1;3;1;2;0;0;2;0;1;0;0;10;0;0;3;1;2;0;1;1;0;0;2;0;0;1;0;2;0;1;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;1;0;0;0;2;0;2;0;0;0;0;0;0;0;1;0;4;0;4;0;1;0;0
;;5;de Wilde, N.;70;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;1;1;2;1;8;1;1;1;2;2;1;1;0;2;2;1;0;1;1;1;0;1;2;0;0;0;1;0;0;1;0;3;1;0;0;2;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;2;0;0;1;1;0;0;0;2;2;0;2;3;0;2;0;1
;;6;Kerkdijk, H.G.;37;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;1;0;3;2;1;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;1;6;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;3;0;0;1;0;1;0;0
;;7;Bhayaje, M.A.;60;7;1;2;0;1;0;0;2;1;1;0;0;0;0;0;0;0;0;8;0;0;0;1;1;1;0;1;0;0;0;3;3;0;0;0;1;1;0;0;2;1;0;1;0;2;1;1;0;0;2;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;3;0;1;0
;;8;Waanders, L.Z.;287;12;2;7;0;8;0;0;3;0;9;4;0;1;0;2;1;1;5;0;4;3;5;0;2;7;6;2;4;4;2;3;10;1;4;4;3;2;6;7;6;4;5;14;3;14;3;0;1;1;3;3;4;4;2;3;1;0;3;6;2;3;0;0;1;0;0;0;0;2;2;4;1;3;2;2;2;2;1;1;2;0;7;0;3;1;0;5;1;1;0;2;0;1;3;3;0;7;0;3;3;1;2;0
;;9;Biharie, O.A.D.;23;1;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;0;1;1;0;0;2;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0
;;10;Rass, J.;16;0;0;1;0;0;0;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;4;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;11;Streep, J.N.;31;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;2;0;1;0;0;1;0;0;0;1;0;0;1;3;1;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
;;12;Polman, R.W.M.;38;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;1;0;1;0;1;0;3;0;0;2;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;3;1;1;0;0;0;0;0;0
;;13;ten Brinke, H.J.;12;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;14;Jansen, H.M.;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
;;15;Polman, G.A.;11;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0
;;16;Veenstra, N.;20;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0
;;17;van den Bosch, M.P.;41;1;0;0;1;0;0;0;1;0;3;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;2;1;0;3;1;0;0;0;1;0;0;2;2;1;0;0;1;0;0;0;1;0;0;1;1;0;1;3;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
;;18;Bos, T.Z.;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
;;19;Bouwmeester, A.M.M.;37;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;3;0;0;0;1;1;0;2;1;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;1;2;0;1;0
